PNo,行動回数,体力,敏捷,器用,魔力,精神,武器,スキル,CRIフラグ,必殺技フラグ,ダメージ
338,2,80,150,70,100,100,格闘,通常攻撃,False,False,7
338,3,80,150,70,100,100,格闘,通常攻撃,False,False,4
339,1,150,50,50,100,150,錨,スラッシュ,False,False,49
339,3,150,50,50,100,150,錨,スラッシュ,False,False,57
340,1,150,100,150,50,50,格闘,通常攻撃,False,False,11
340,2,150,100,150,50,50,格闘,通常攻撃,False,False,10
340,3,150,100,150,50,50,格闘,通常攻撃,False,False,10
340,4,150,100,150,50,50,格闘,通常攻撃,False,False,14
341,2,150,70,80,50,150,格闘,スラッシュ,False,False,7
342,3,100,150,150,50,50,銛,スラッシュ,False,False,19
343,1,150,150,100,50,50,格闘,チャージ,False,False,15
343,2,150,150,100,50,50,格闘,スラッシュ,True,False,30
343,4,150,150,100,50,50,格闘,チャージ,False,False,20
344,1,70,110,100,120,100,短剣,マジックブラスト,False,False,64
344,2,70,110,100,120,100,短剣,マジックブラスト,False,False,64
344,3,70,110,100,120,100,短剣,マジックブラスト,False,False,58
345,1,90,140,150,50,70,槍,チャージ,False,True,38
345,3,90,140,150,50,70,槍,チャージ,False,False,38
346,2,100,150,50,50,150,格闘,通常攻撃,False,False,8
346,3,100,150,50,50,150,格闘,通常攻撃,False,False,6
346,4,100,150,50,50,150,格闘,通常攻撃,False,False,8
346,5,100,150,50,50,150,格闘,通常攻撃,False,False,3
347,2,110,120,90,90,90,魔導石,通常攻撃,False,False,35
347,3,110,120,90,90,90,魔導石,通常攻撃,False,False,30
348,2,50,150,100,150,50,錨,マジックブレイク,False,False,84
349,1,50,50,100,150,150,杖,スラッシュ,False,False,8
349,2,50,50,100,150,150,杖,スラッシュ,False,False,9
349,3,50,50,100,150,150,杖,スラッシュ,False,False,6
350,1,150,50,150,50,100,錨,チャージ,False,False,56
350,2,150,50,150,50,100,錨,チャージ,False,False,49
351,4,100,150,100,60,90,格闘,チャージ,False,False,13
351,5,100,150,100,60,90,格闘,チャージ,False,False,14
352,2,150,150,100,50,50,銛,チャージ,False,False,19
352,3,150,150,100,50,50,銛,チャージ,False,False,29
353,1,100,100,50,150,100,魔導石,マジックアロー,False,False,50
353,2,100,100,50,150,100,魔導石,マジックアロー,False,False,63
353,3,100,100,50,150,100,魔導石,マジックアロー,False,False,50
354,1,100,150,150,50,50,細剣,スラッシュ,False,False,23
354,2,100,150,150,50,50,細剣,スラッシュ,False,False,19
354,3,100,150,150,50,50,細剣,スラッシュ,False,False,19
355,1,150,70,70,100,110,魔導石,通常攻撃,False,False,36
355,2,150,70,70,100,110,魔導石,通常攻撃,False,False,41
355,3,150,70,70,100,110,魔導石,通常攻撃,False,False,35
356,2,150,90,90,90,80,格闘,スラッシュ,False,False,16
356,3,150,90,90,90,80,格闘,スラッシュ,False,False,9
356,4,150,90,90,90,80,格闘,スラッシュ,False,False,12
357,1,100,150,150,50,50,短剣,チャージ,False,False,16
357,2,100,150,150,50,50,短剣,チャージ,False,False,16
357,3,100,150,150,50,50,短剣,チャージ,True,False,31
358,1,50,50,100,150,150,魔導石,マジックブラスト,False,False,80
358,3,50,50,100,150,150,魔導石,マジックブラスト,False,False,78
359,1,90,130,100,90,90,格闘,通常攻撃,False,False,4
359,2,90,130,100,90,90,格闘,通常攻撃,False,False,4
359,3,90,130,100,90,90,格闘,通常攻撃,False,False,7
359,4,90,130,100,90,90,格闘,通常攻撃,False,False,6
360,1,50,50,120,140,140,杖,マジックアロー,False,False,54
360,2,50,50,120,140,140,杖,マジックアロー,False,False,70
360,3,50,50,120,140,140,杖,マジックアロー,False,False,66
361,1,150,50,100,50,150,格闘,スラッシュ,False,False,15
361,2,150,50,100,50,150,格闘,スラッシュ,False,False,13
361,3,150,50,100,50,150,格闘,スラッシュ,False,False,10
362,1,150,100,120,50,80,錨,チャージ,True,False,152
362,2,150,100,120,50,80,錨,チャージ,False,False,64
363,1,150,50,50,100,150,魔導石,通常攻撃,False,False,28
363,2,150,50,50,100,150,魔導石,通常攻撃,False,False,40
364,1,150,150,100,50,50,格闘,チャージ,False,False,17
364,2,150,150,100,50,50,格闘,チャージ,False,False,12
364,3,150,150,100,50,50,格闘,チャージ,False,False,13
364,4,150,150,100,50,50,格闘,チャージ,False,False,19
366,1,120,140,100,60,80,短剣,スラッシュ,False,False,11
367,1,80,100,120,100,100,ボウガン,チャージ,False,False,32
367,2,80,100,120,100,100,ボウガン,チャージ,False,False,24
367,3,80,100,120,100,100,ボウガン,シュート,False,False,20
368,1,50,150,100,150,50,槍,スラッシュ,False,False,22
368,2,50,150,100,150,50,槍,スラッシュ,False,False,15
368,3,50,150,100,150,50,槍,スラッシュ,False,False,18
369,1,50,100,50,150,150,魔導石,マジックブレイク,False,False,72
369,2,50,100,50,150,150,魔導石,マジックブレイク,False,False,73
369,3,50,100,50,150,150,魔導石,マジックブレイク,False,False,91
370,1,100,150,50,50,150,魔導石,通常攻撃,False,False,15
370,2,100,150,50,50,150,魔導石,通常攻撃,False,False,15
370,3,100,150,50,50,150,魔導石,通常攻撃,False,False,19
371,1,100,50,150,50,150,ボウガン,シュート,False,False,28
372,1,150,50,70,80,150,槍,通常攻撃,False,False,21
372,2,150,50,70,80,150,槍,通常攻撃,False,False,21
373,2,50,150,50,150,100,杖,通常攻撃,False,False,17
374,1,150,100,50,50,150,槍,スラッシュ,False,False,18
374,3,150,100,50,50,150,槍,スラッシュ,False,False,22
375,1,150,50,100,50,150,格闘,通常攻撃,False,False,10
375,2,150,50,100,50,150,格闘,通常攻撃,True,False,19
375,3,150,50,100,50,150,格闘,通常攻撃,False,False,8
376,2,100,150,150,50,50,格闘,スラッシュ,False,False,11
376,3,100,150,150,50,50,格闘,スラッシュ,False,False,17
376,4,100,150,150,50,50,格闘,スラッシュ,False,False,11
376,5,100,150,150,50,50,格闘,スラッシュ,False,False,16
377,1,50,50,100,150,150,魔導石,マジックアロー,False,False,74
377,3,50,50,100,150,150,魔導石,マジックアロー,False,False,54
378,1,150,50,50,150,100,杖,マジックアロー,False,False,64
378,2,150,50,50,150,100,杖,マジックアロー,False,False,62
378,3,150,50,50,150,100,杖,マジックアロー,False,False,59
379,1,150,100,50,150,50,魔導石,マジックアロー,False,False,43
380,1,80,60,120,120,120,魔導石,マジックアロー,False,False,53
380,2,80,60,120,120,120,魔導石,マジックアロー,False,False,47
380,3,80,60,120,120,120,魔導石,マジックブラスト,False,False,67
381,1,80,60,120,120,120,魔導石,マジックブラスト,False,False,56
381,3,80,60,120,120,120,魔導石,マジックブラスト,False,False,64
382,1,150,50,150,50,100,銛,通常攻撃,False,False,12
382,2,150,50,150,50,100,銛,通常攻撃,False,False,16
382,3,150,50,150,50,100,銛,通常攻撃,True,False,38
383,3,100,50,50,150,150,錨,通常攻撃,False,False,25
384,2,150,150,100,50,50,斧,シュート,True,False,116
384,3,150,150,100,50,50,斧,シュート,True,True,151
384,4,150,150,100,50,50,斧,シュート,False,False,46
385,1,150,130,80,60,80,細剣,スラッシュ,False,False,22
385,2,150,130,80,60,80,細剣,スラッシュ,False,False,18
385,3,150,130,80,60,80,細剣,スラッシュ,False,False,17
386,1,150,50,50,100,150,杖,通常攻撃,False,False,10
387,1,50,50,100,150,150,魔導石,マジックブレイク,False,False,76
387,2,50,50,100,150,150,魔導石,マジックブレイク,False,False,95
387,3,50,50,100,150,150,魔導石,マジックブレイク,False,False,76
388,3,150,50,150,50,100,槍,スラッシュ,True,False,76
389,1,150,50,150,50,100,槍,チャージ,False,False,40
389,2,150,50,150,50,100,槍,チャージ,False,False,27
389,3,150,50,150,50,100,槍,チャージ,True,False,76
390,1,50,50,100,150,150,魔導石,マジックアロー,False,False,57
390,2,50,50,100,150,150,魔導石,マジックアロー,False,False,59
390,3,50,50,100,150,150,魔導石,マジックアロー,False,False,70
391,1,130,130,90,50,100,格闘,チャージ,True,False,29
391,2,130,130,90,50,100,格闘,スラッシュ,False,False,11
391,3,130,130,90,50,100,格闘,チャージ,False,False,16
391,4,130,130,90,50,100,格闘,スラッシュ,False,False,12
392,2,100,150,150,50,50,短剣,通常攻撃,True,False,20
392,3,100,150,150,50,50,短剣,通常攻撃,False,False,8
393,1,50,50,150,150,100,魔導石,マジックアロー,False,False,57
393,2,50,50,150,150,100,魔導石,マジックブラスト,False,False,84
393,3,50,50,150,150,100,魔導石,マジックアロー,False,False,61
394,2,100,150,150,50,50,短剣,スラッシュ,True,False,34
394,3,100,150,150,50,50,短剣,スラッシュ,False,False,11
395,1,150,100,100,70,80,銛,スラッシュ,False,False,15
395,2,150,100,100,70,80,銛,スラッシュ,False,False,24
396,1,50,150,150,50,100,銛,スラッシュ,False,False,16
396,2,50,150,150,50,100,銛,スラッシュ,False,False,17
396,3,50,150,150,50,100,銛,スラッシュ,True,False,52
398,2,100,150,150,50,50,斧,スラッシュ,False,False,61
399,2,100,150,150,50,50,銛,スラッシュ,False,False,18
399,3,100,150,150,50,50,銛,スラッシュ,True,False,64
399,4,100,150,150,50,50,銛,スラッシュ,False,False,23
400,1,100,130,150,50,70,ボウガン,シュート,False,False,26
400,2,100,130,150,50,70,ボウガン,シュート,False,False,13
400,3,100,130,150,50,70,ボウガン,シュート,False,False,30
401,3,50,150,150,50,100,網,スラッシュ,False,False,11
402,1,150,150,100,50,50,格闘,スラッシュ,False,False,11
402,2,150,150,100,50,50,格闘,スラッシュ,False,False,17
402,3,150,150,100,50,50,格闘,スラッシュ,False,False,13
402,4,150,150,100,50,50,格闘,スラッシュ,True,False,30
403,2,140,50,90,130,90,杖,チャージ,False,False,13
403,3,140,50,90,130,90,杖,チャージ,False,False,12
404,2,50,150,50,150,100,魔導石,マジックアロー,False,False,67
405,3,50,150,150,50,100,杖,マジックアロー,False,False,28
406,3,60,150,100,90,100,格闘,通常攻撃,False,False,4
406,4,60,150,100,90,100,格闘,通常攻撃,True,False,13
407,1,80,90,110,110,110,杖,マジックアロー,False,False,41
407,3,80,90,110,110,110,杖,マジックアロー,False,False,40
408,1,150,60,140,50,100,長剣,スラッシュ,True,False,72
408,3,150,60,140,50,100,長剣,スラッシュ,False,False,33
409,1,150,100,150,50,50,ボウガン,シュート,False,False,17
409,2,150,100,150,50,50,ボウガン,シュート,False,False,15
409,3,150,100,150,50,50,ボウガン,シュート,False,False,26
410,1,100,50,50,150,150,魔導石,マジックブラスト,False,False,90
410,2,100,50,50,150,150,魔導石,マジックブラスト,False,False,75
410,3,100,50,50,150,150,魔導石,マジックブラスト,False,False,71
411,1,70,80,100,100,150,魔導石,通常攻撃,False,False,36
411,2,70,80,100,100,150,魔導石,通常攻撃,False,False,35
411,3,70,80,100,100,150,魔導石,通常攻撃,False,False,43
412,2,50,150,150,50,100,錨,チャージ,False,False,61
412,3,50,150,150,50,100,錨,チャージ,False,False,31
413,1,150,50,100,100,100,網,マジックブラスト,False,False,47
413,2,150,50,100,100,100,網,マジックブラスト,False,False,52
413,3,150,50,100,100,100,網,マジックブラスト,False,False,57
414,1,100,50,50,150,150,杖,マジックアロー,False,False,52
414,2,100,50,50,150,150,杖,マジックアロー,False,False,71
414,3,100,50,50,150,150,杖,マジックアロー,False,False,70
415,2,130,80,130,60,100,錨,チャージ,False,False,64
416,2,50,150,150,50,100,槍,チャージ,False,False,25
416,3,50,150,150,50,100,槍,チャージ,False,False,20
417,1,150,150,100,50,50,細剣,スラッシュ,False,False,23
417,2,150,150,100,50,50,細剣,スラッシュ,True,False,54
417,3,150,150,100,50,50,細剣,スラッシュ,False,False,17
418,1,120,150,130,50,50,短剣,スラッシュ,False,False,14
418,2,120,150,130,50,50,短剣,スラッシュ,False,False,13
418,3,120,150,130,50,50,短剣,スラッシュ,False,False,16
419,2,50,140,50,150,110,魔導石,マジックアロー,False,False,46
419,3,50,140,50,150,110,魔導石,マジックアロー,False,False,59
420,1,100,150,150,50,50,格闘,チャージ,False,False,19
420,2,100,150,150,50,50,格闘,チャージ,True,False,31
420,3,100,150,150,50,50,格闘,シュート,False,False,11
420,4,100,150,150,50,50,格闘,チャージ,False,False,19
421,1,50,50,100,150,150,杖,通常攻撃,False,False,15
421,2,50,50,100,150,150,杖,通常攻撃,False,False,18
421,3,50,50,100,150,150,杖,通常攻撃,False,False,19
422,1,50,150,100,150,50,魔導石,マジックブレイク,False,False,78
422,2,50,150,100,150,50,魔導石,マジックブレイク,False,False,87
422,3,50,150,100,150,50,魔導石,マジックブレイク,False,False,70
423,2,100,150,90,70,90,短剣,スラッシュ,False,False,13
423,3,100,150,90,70,90,短剣,スラッシュ,False,False,6
423,4,100,150,90,70,90,短剣,スラッシュ,False,False,14
424,1,70,130,100,130,70,魔導石,マジックブレイク,False,False,58
424,2,70,130,100,130,70,魔導石,マジックブレイク,False,False,66
424,3,70,130,100,130,70,魔導石,マジックブレイク,False,False,64
425,1,110,100,120,70,100,銛,スラッシュ,False,False,19
425,2,110,100,120,70,100,銛,スラッシュ,False,False,22
425,3,110,100,120,70,100,銛,スラッシュ,True,False,49
426,2,100,150,150,50,50,短剣,スラッシュ,False,False,10
426,3,100,150,150,50,50,短剣,スラッシュ,False,False,14
426,4,100,150,150,50,50,短剣,スラッシュ,False,False,14
428,1,50,50,100,150,150,魔導石,マジックアロー,False,False,59
428,2,50,50,100,150,150,魔導石,マジックアロー,False,False,60
428,3,50,50,100,150,150,魔導石,マジックアロー,False,False,70
429,1,150,100,50,50,150,格闘,スラッシュ,False,False,7
429,2,150,100,50,50,150,格闘,スラッシュ,False,False,7
429,4,150,100,50,50,150,格闘,スラッシュ,False,False,10
430,1,150,110,100,50,90,槍,スラッシュ,False,True,37
430,2,150,110,100,50,90,槍,スラッシュ,False,False,37
430,3,150,110,100,50,90,槍,スラッシュ,False,False,21
431,1,100,50,50,150,150,魔導石,通常攻撃,False,False,56
431,3,100,50,50,150,150,魔導石,通常攻撃,False,False,47
432,1,50,150,50,150,100,魔導石,マジックブラスト,False,False,78
432,2,50,150,50,150,100,魔導石,マジックブラスト,False,False,76
432,3,50,150,50,150,100,魔導石,マジックブラスト,False,False,62
433,1,150,50,150,50,100,錨,スラッシュ,False,False,91
433,3,150,50,150,50,100,錨,スラッシュ,True,False,143
434,2,50,120,50,150,130,魔導石,マジックブレイク,False,False,77
435,1,150,50,150,50,100,錨,スラッシュ,False,False,70
435,2,150,50,150,50,100,錨,スラッシュ,False,False,38
435,3,150,50,150,50,100,錨,スラッシュ,False,False,39
436,1,150,50,100,50,150,長剣,通常攻撃,True,False,40
436,3,150,50,100,50,150,長剣,通常攻撃,False,False,12
437,2,150,80,150,60,60,槍,チャージ,False,False,40
437,3,150,80,150,60,60,槍,スラッシュ,False,False,40
438,2,50,50,120,130,150,魔導石,マジックアロー,False,False,64
438,3,50,50,120,130,150,魔導石,マジックアロー,False,False,49
439,3,70,90,120,120,100,杖,スラッシュ,True,False,21
440,1,100,100,70,130,100,魔導石,マジックアロー,False,False,51
441,1,110,110,110,80,90,短剣,スラッシュ,False,False,8
441,2,110,110,110,80,90,短剣,スラッシュ,True,False,25
442,1,150,150,100,50,50,長剣,スラッシュ,False,False,23
442,2,150,150,100,50,50,長剣,スラッシュ,False,False,35
442,3,150,150,100,50,50,長剣,スラッシュ,False,False,31
443,1,50,50,100,150,150,魔導石,マジックアロー,False,False,66
443,2,50,50,100,150,150,魔導石,マジックアロー,False,False,58
443,3,50,50,100,150,150,魔導石,マジックアロー,False,False,73
444,1,100,90,120,110,80,ボウガン,チャージ,False,False,32
444,3,100,90,120,110,80,ボウガン,チャージ,True,False,57
446,2,150,150,100,50,50,錨,通常攻撃,False,False,43
446,3,150,150,100,50,50,錨,通常攻撃,False,False,44
447,2,80,150,110,80,80,短剣,スラッシュ,False,False,8
447,3,80,150,110,80,80,短剣,スラッシュ,False,False,10
448,1,120,120,100,80,80,長剣,スラッシュ,False,False,26
448,2,120,120,100,80,80,長剣,スラッシュ,False,False,32
448,3,120,120,100,80,80,長剣,スラッシュ,False,False,19
449,2,100,150,150,50,50,短剣,通常攻撃,False,False,9
449,3,100,150,150,50,50,短剣,通常攻撃,False,False,8
450,1,150,150,100,50,50,格闘,チャージ,False,False,14
450,2,150,150,100,50,50,格闘,チャージ,False,False,19
450,3,150,150,100,50,50,格闘,チャージ,False,False,20
451,3,100,60,110,130,100,魔導石,マジックアロー,False,False,47
452,1,70,70,100,130,130,魔導石,マジックアロー,False,False,48
452,2,70,70,100,130,130,魔導石,マジックアロー,False,False,47
452,3,70,70,100,130,130,魔導石,マジックアロー,False,False,58
453,1,50,50,100,150,150,杖,マジックアロー,False,False,70
453,2,50,50,100,150,150,杖,マジックアロー,False,False,57
454,1,50,150,100,150,50,魔導石,マジックアロー,False,False,52
454,3,50,150,100,150,50,魔導石,マジックアロー,False,False,49
455,1,130,130,100,50,90,細剣,スラッシュ,False,False,18
455,2,130,130,100,50,90,細剣,スラッシュ,False,False,17
455,3,130,130,100,50,90,細剣,スラッシュ,False,False,16
456,1,100,150,150,50,50,長剣,スラッシュ,False,True,38
456,2,100,150,150,50,50,長剣,スラッシュ,False,False,26
456,3,100,150,150,50,50,長剣,スラッシュ,True,False,73
457,1,150,150,100,50,50,格闘,スラッシュ,False,False,16
457,2,150,150,100,50,50,格闘,スラッシュ,False,False,15
457,3,150,150,100,50,50,格闘,スラッシュ,False,False,16
458,1,100,150,150,50,50,長剣,スラッシュ,False,False,31
458,2,100,150,150,50,50,長剣,スラッシュ,False,False,32
458,3,100,150,150,50,50,長剣,スラッシュ,False,False,27
459,2,120,50,120,120,90,魔導石,マジックブラスト,False,False,60
459,3,120,50,120,120,90,魔導石,マジックブラスト,False,False,60
461,2,150,50,150,50,100,細剣,チャージ,True,False,57
461,3,150,50,150,50,100,細剣,チャージ,False,False,18
462,1,150,100,150,50,50,長剣,スラッシュ,False,False,33
462,2,150,100,150,50,50,長剣,スラッシュ,False,False,32
462,3,150,100,150,50,50,長剣,スラッシュ,False,False,27
463,2,100,150,150,50,50,格闘,スラッシュ,True,False,34
463,3,100,150,150,50,50,格闘,スラッシュ,False,True,20
463,4,100,150,150,50,50,格闘,スラッシュ,False,False,14
465,1,150,50,150,50,100,槍,シュート,False,False,25
465,2,150,50,150,50,100,槍,シュート,True,False,65
466,3,150,100,150,50,50,錨,スラッシュ,False,False,64
467,1,120,120,70,70,120,銛,チャージ,False,False,20
467,2,120,120,70,70,120,銛,チャージ,False,False,12
468,2,150,150,100,50,50,細剣,通常攻撃,False,False,18
468,3,150,150,100,50,50,細剣,通常攻撃,False,False,12
470,1,150,50,50,100,150,格闘,通常攻撃,False,False,6
470,3,150,50,50,100,150,格闘,通常攻撃,False,False,8
471,1,100,70,140,110,80,長剣,スラッシュ,False,False,18
471,2,100,70,140,110,80,長剣,スラッシュ,False,False,20
471,3,100,70,140,110,80,長剣,スラッシュ,True,False,59
472,1,50,150,100,150,50,魔導石,マジックアロー,False,False,54
472,2,50,150,100,150,50,魔導石,マジックアロー,False,False,59
473,1,110,100,150,60,80,細剣,チャージ,False,False,28
473,2,110,100,150,60,80,細剣,チャージ,False,False,27
473,3,110,100,150,60,80,細剣,チャージ,False,False,28
475,2,150,100,150,50,50,長剣,スラッシュ,False,False,39
475,3,150,100,150,50,50,長剣,スラッシュ,False,True,46
476,1,150,50,100,50,150,錨,通常攻撃,False,False,46
476,3,150,50,100,50,150,錨,通常攻撃,False,False,30
477,1,100,50,50,150,150,魔導石,通常攻撃,False,False,56
477,2,100,50,50,150,150,魔導石,通常攻撃,False,False,43
477,3,100,50,50,150,150,魔導石,通常攻撃,False,False,45
478,1,70,130,90,130,80,魔導石,マジックブラスト,False,False,77
478,2,70,130,90,130,80,魔導石,マジックブラスト,False,False,73
478,3,70,130,90,130,80,魔導石,マジックブラスト,False,False,55
479,1,50,100,50,150,150,魔導石,マジックアロー,False,False,58
479,2,50,100,50,150,150,魔導石,マジックアロー,False,False,61
479,3,50,100,50,150,150,魔導石,マジックアロー,False,False,58
480,1,100,100,100,100,100,短剣,通常攻撃,True,False,15
480,2,100,100,100,100,100,短剣,通常攻撃,False,False,6
480,3,100,100,100,100,100,短剣,通常攻撃,False,False,4
481,1,130,90,60,140,80,杖,マジックアロー,False,False,60
481,3,130,90,60,140,80,杖,マジックアロー,False,False,52
482,1,150,150,100,50,50,斧,スラッシュ,False,False,60
482,3,150,150,100,50,50,斧,スラッシュ,False,False,33
483,1,80,150,70,120,80,短剣,マジックブラスト,False,False,63
483,3,80,150,70,120,80,短剣,マジックブラスト,False,False,62
484,1,50,50,100,150,150,魔導石,マジックアロー,False,False,57
484,2,50,50,100,150,150,魔導石,マジックアロー,False,False,72
485,1,50,150,150,100,50,細剣,マジックブレイク,False,False,54
485,2,50,150,150,100,50,細剣,マジックブレイク,False,False,61
485,3,50,150,150,100,50,細剣,マジックブレイク,False,False,49
486,1,150,100,150,50,50,斧,チャージ,False,False,89
486,2,150,100,150,50,50,斧,スラッシュ,False,False,56
486,3,150,100,150,50,50,斧,スラッシュ,False,False,76
487,3,150,50,100,50,150,槍,チャージ,False,False,40
488,1,150,50,50,150,100,魔導石,マジックアロー,False,False,58
488,2,150,50,50,150,100,魔導石,マジックアロー,False,False,51
488,3,150,50,50,150,100,魔導石,マジックアロー,False,True,72
489,1,130,80,120,70,100,長剣,スラッシュ,False,False,20
489,2,130,80,120,70,100,長剣,スラッシュ,False,False,29
490,3,50,150,70,80,150,錨,通常攻撃,False,False,27
491,2,80,150,120,80,70,格闘,スラッシュ,False,False,11
491,3,80,150,120,80,70,格闘,スラッシュ,False,False,14
493,1,50,150,100,150,50,魔導石,マジックブラスト,False,False,80
493,2,50,150,100,150,50,魔導石,マジックブラスト,False,False,69
493,3,50,150,100,150,50,魔導石,マジックブラスト,False,False,86
494,1,100,100,100,100,100,格闘,スラッシュ,False,False,10
494,3,100,100,100,100,100,格闘,スラッシュ,False,False,6
494,4,100,100,100,100,100,格闘,スラッシュ,False,False,7
495,2,70,120,80,140,90,魔導石,マジックアロー,False,False,52
495,3,70,120,80,140,90,魔導石,マジックアロー,False,False,61
496,1,120,130,150,50,50,細剣,スラッシュ,False,False,22
496,2,120,130,150,50,50,細剣,チャージ,False,False,23
496,3,120,130,150,50,50,細剣,スラッシュ,False,False,19
497,1,120,80,80,120,100,槍,スラッシュ,False,False,21
497,2,120,80,80,120,100,槍,マジックブラスト,False,False,63
497,3,120,80,80,120,100,槍,スラッシュ,False,False,14
499,1,150,50,150,50,100,槍,チャージ,False,False,42
499,2,150,50,150,50,100,槍,チャージ,False,False,33
499,3,150,50,150,50,100,槍,チャージ,False,False,43
500,2,150,130,70,70,80,長剣,チャージ,False,False,24
500,3,150,130,70,70,80,長剣,チャージ,False,False,24
501,3,150,100,150,50,50,斧,スラッシュ,False,False,56
502,2,150,100,100,50,100,斧,通常攻撃,False,False,25
502,3,150,100,100,50,100,斧,通常攻撃,False,False,44
503,2,80,150,110,60,100,格闘,チャージ,False,False,7
503,3,80,150,110,60,100,格闘,チャージ,False,False,13
503,5,80,150,110,60,100,格闘,チャージ,False,False,15
505,2,150,50,50,100,150,短剣,通常攻撃,False,False,6
505,3,150,50,50,100,150,短剣,通常攻撃,False,False,7
506,1,150,50,100,150,50,杖,スラッシュ,False,False,16
506,2,150,50,100,150,50,杖,スラッシュ,False,False,10
506,3,150,50,100,150,50,杖,マジックブラスト,False,True,92
507,2,150,150,100,50,50,格闘,スラッシュ,False,False,11
507,3,150,150,100,50,50,格闘,スラッシュ,False,False,18
507,4,150,150,100,50,50,格闘,スラッシュ,False,False,13
507,5,150,150,100,50,50,格闘,スラッシュ,False,False,10
508,1,150,50,100,50,150,網,シュート,False,False,8
508,2,150,50,100,50,150,網,シュート,False,False,7
508,3,150,50,100,50,150,網,シュート,False,False,14
509,2,150,150,100,50,50,長剣,チャージ,False,False,17
510,1,150,130,120,50,50,錨,スラッシュ,False,False,87
510,2,150,130,120,50,50,錨,スラッシュ,False,False,36
510,3,150,130,120,50,50,錨,チャージ,True,False,156
512,2,150,50,100,50,150,斧,スラッシュ,False,False,58
512,3,150,50,100,50,150,斧,スラッシュ,False,False,54
513,2,150,50,130,100,70,銛,通常攻撃,False,False,18
513,3,150,50,130,100,70,銛,通常攻撃,True,False,32
514,1,100,150,150,50,50,短剣,スラッシュ,False,False,16
514,2,100,150,150,50,50,短剣,スラッシュ,False,True,20
514,3,100,150,150,50,50,短剣,スラッシュ,False,False,13
515,2,100,150,50,150,50,魔導石,マジックアロー,False,False,43
515,3,100,150,50,150,50,魔導石,マジックアロー,False,False,57
516,1,50,130,80,130,110,魔導石,通常攻撃,False,False,38
516,2,50,130,80,130,110,魔導石,通常攻撃,False,False,50
516,3,50,130,80,130,110,魔導石,通常攻撃,False,False,50
517,1,100,150,150,50,50,格闘,チャージ,False,False,11
517,2,100,150,150,50,50,格闘,チャージ,False,False,11
517,3,100,150,150,50,50,格闘,チャージ,False,False,14
517,4,100,150,150,50,50,格闘,チャージ,False,False,18
518,1,150,100,150,50,50,斧,シュート,False,True,88
518,2,150,100,150,50,50,斧,シュート,False,False,34
519,1,110,110,110,70,100,槍,通常攻撃,False,False,12
519,2,110,110,110,70,100,槍,通常攻撃,False,False,21
519,3,110,110,110,70,100,槍,通常攻撃,False,False,17
520,1,50,50,150,100,150,銛,スラッシュ,False,False,16
520,2,50,50,150,100,150,銛,スラッシュ,True,False,42
521,3,150,150,50,50,100,短剣,チャージ,False,False,15
522,3,150,50,100,50,150,斧,通常攻撃,True,False,84
523,1,100,150,150,50,50,短剣,スラッシュ,False,False,11
523,2,100,150,150,50,50,短剣,スラッシュ,False,False,16
523,3,100,150,150,50,50,短剣,スラッシュ,False,False,13
524,1,120,120,120,60,80,ボウガン,シュート,False,False,14
524,2,120,120,120,60,80,ボウガン,シュート,False,False,19
525,2,150,150,100,50,50,短剣,スラッシュ,True,False,30
525,4,150,150,100,50,50,短剣,スラッシュ,False,False,16
526,1,110,150,110,50,80,細剣,チャージ,False,False,25
526,2,110,150,110,50,80,細剣,チャージ,False,False,22
527,2,50,100,150,150,50,ボウガン,マジックアロー,False,False,61
527,3,50,100,150,150,50,ボウガン,マジックアロー,False,True,66
528,2,150,150,100,50,50,格闘,スラッシュ,False,False,10
528,3,150,150,100,50,50,格闘,スラッシュ,False,False,13
528,4,150,150,100,50,50,格闘,スラッシュ,True,False,30
528,5,150,150,100,50,50,格闘,スラッシュ,False,True,16
529,2,150,50,80,70,150,錨,通常攻撃,False,False,48
529,3,150,50,80,70,150,錨,通常攻撃,False,False,25
530,1,150,60,120,50,120,槍,通常攻撃,False,False,17
530,2,150,60,120,50,120,槍,通常攻撃,False,False,19
530,3,150,60,120,50,120,槍,通常攻撃,False,False,15
531,1,50,50,150,100,150,ボウガン,通常攻撃,False,False,16
531,2,50,50,150,100,150,ボウガン,通常攻撃,False,False,14
531,3,50,50,150,100,150,ボウガン,通常攻撃,False,False,12
532,1,150,150,100,50,50,長剣,スラッシュ,False,False,24
532,2,150,150,100,50,50,長剣,スラッシュ,False,False,23
532,3,150,150,100,50,50,長剣,スラッシュ,False,False,26
533,1,50,50,100,150,150,魔導石,マジックブレイク,False,False,92
533,2,50,50,100,150,150,魔導石,マジックブレイク,False,False,85
533,3,50,50,100,150,150,魔導石,マジックブレイク,False,False,76
535,1,150,50,50,150,100,杖,マジックブレイク,False,False,73
536,1,80,80,100,120,120,魔導石,マジックブレイク,False,False,59
536,2,80,80,100,120,120,魔導石,マジックブレイク,False,False,68
536,3,80,80,100,120,120,魔導石,マジックブレイク,False,False,62
537,1,80,110,80,150,80,杖,マジックブレイク,False,False,73
537,2,80,110,80,150,80,杖,チャージ,False,False,6
537,3,80,110,80,150,80,杖,マジックブレイク,False,False,65
538,1,100,150,150,50,50,短剣,スラッシュ,False,False,16
